,S288c_R64-1-1.fasta,saccharomyces_arboricola.fasta,saccharomyces_eubayanus.fasta,saccharomyces_kudriavzevii.fasta,saccharomyces_mikatae.fasta,saccharomyces_paradoxus.fasta,saccharomyces_uvarum.fasta
snap_masked-NC_026177.1-processed-gene-4.28-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-5.72-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-5.34-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-5.35-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-5.36-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-5.103-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-5.23-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-5.106-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-5.108-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-6.3-mRNA-1_1,0,1,0,0,0,1,0
snap_masked-NC_026177.1-processed-gene-6.7-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-6.74-mRNA-1_1,0,1,0,1,0,0,0
genemark-NC_026177.1-processed-gene-6.89-mRNA-1_1,0,1,0,1,0,0,0
snap_masked-NC_026177.1-processed-gene-6.24-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-7.111-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-7.36-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-7.136-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-8.101-mRNA-1_1,0,1,1,1,0,0,1
genemark-NC_026177.1-processed-gene-8.45-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-8.112-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-8.113-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-8.77-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-8.60-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-9.99-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-9.6-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-9.106-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-9.107-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026177.1-processed-gene-9.91-mRNA-1_1,0,1,1,1,0,0,1
genemark-NC_026177.1-processed-gene-9.132-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026177.1-processed-gene-9.24-mRNA-1_1,0,1,1,2,2,2,0
snap_masked-NC_026178.1-processed-gene-0.91-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-0.27-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-0.18-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-1.129-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-1.69-mRNA-1_1,0,2,0,0,0,0,0
genemark-NC_026178.1-processed-gene-1.74-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-1.145-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-1.147-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-1.148-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026178.1-snap-gene-2.103-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-2.9-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-2.36-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-3.0-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-3.13-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-3.18-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-3.138-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-3.144-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026178.1-processed-gene-3.48-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-4.0-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026178.1-processed-gene-4.2-mRNA-1_1,0,1,1,0,0,0,1
snap_masked-NC_026178.1-processed-gene-4.143-mRNA-1_1,0,1,0,0,0,0,0
YLR250W,1,1,1,1,1,1,1
YLR251W,1,1,1,1,1,0,1
YLR252W,1,0,0,0,0,0,0
YLR253W,1,1,1,1,1,1,1
YLR254C,1,1,1,1,1,1,1
YLR255C,1,0,0,0,0,0,0
YLR256W,1,1,1,1,1,1,1
YLR257W,1,1,1,1,1,1,1
YLR258W,2,2,2,2,2,2,2
YLR259C,1,1,1,1,1,1,1
YLR260W,1,1,1,1,1,1,1
YLR261C,1,0,0,0,0,0,0
YLR262C,1,1,1,1,1,1,1
YLR262C-A,1,1,1,1,0,1,1
YLR263W,1,0,0,0,1,1,0
YLR264C-A,1,0,0,0,0,0,0
YLR265C,1,0,0,0,0,1,0
YLR266C,1,1,0,1,1,1,0
YLR267W,1,0,0,1,0,1,1
YLR268W,1,0,0,1,0,0,1
YLR269C,1,0,0,0,0,0,0
YLR270W,1,0,0,1,0,0,1
YLR271W,1,0,0,0,0,1,0
YLR272C,1,1,1,1,1,1,1
YLR273C,1,0,0,0,0,1,0
YLR274W,1,1,1,1,1,1,1
YLR275W,1,1,1,0,1,0,1
YLR276C,1,0,0,0,0,1,0
YLR277C,1,1,1,1,1,1,1
YLR278C,1,1,1,1,1,1,1
YLR279W,1,0,0,0,0,0,0
YLR280C,1,0,0,0,0,0,0
YLR281C,1,0,0,0,1,0,0
YLR282C,1,0,0,0,0,0,0
YLR283W,1,1,1,1,1,1,1
YLR284C,1,1,1,1,1,1,1
augustus_masked-Sbay_2-processed-gene-7.133-mRNA-1_1,0,0,0,0,0,1,1
augustus_masked-Sbay_2-processed-gene-7.128-mRNA-1_1,0,1,1,1,0,0,1
augustus_masked-Sbay_2-processed-gene-9.118-mRNA-1_1,0,1,0,0,0,0,1
genemark-Sbay_2-processed-gene-11.154-mRNA-1_1,0,1,1,1,1,1,1
genemark-Sbay_2-processed-gene-11.166-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_3-processed-gene-0.91-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_3-processed-gene-1.107-mRNA-1_1,0,1,1,0,0,0,1
augustus_masked-Sbay_4-processed-gene-1.17-mRNA-1_1,0,0,1,1,0,0,1
maker-Sbay_4-augustus-gene-2.10-mRNA-1_1,0,0,0,0,0,0,1
snap_masked-Sbay_4-processed-gene-3.130-mRNA-1_1,0,0,1,1,0,0,1
maker-Sbay_4-snap-gene-3.3-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_4-augustus-gene-5.127-mRNA-1_1,0,1,1,1,1,0,1
snap_masked-Sbay_4-processed-gene-7.123-mRNA-1_1,0,1,1,1,0,0,1
maker-Sbay_4-snap-gene-7.2-mRNA-1_1,0,2,2,2,1,1,1
snap_masked-Sbay_4-processed-gene-8.117-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_4-processed-gene-8.131-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_4-processed-gene-8.184-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_4-processed-gene-8.54-mRNA-1_1,0,0,0,0,0,1,1
genemark-Sbay_5-processed-gene-0.80-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_5-processed-gene-1.94-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_5-processed-gene-2.87-mRNA-1_1,0,1,1,0,0,0,1
augustus_masked-Sbay_5-processed-gene-3.124-mRNA-1_1,0,0,0,0,0,0,0
augustus_masked-Sbay_6-processed-gene-0.110-mRNA-1_1,0,1,1,1,1,0,1
maker-Sbay_6-augustus-gene-1.116-mRNA-1_1,0,0,0,0,0,0,1
augustus_masked-Sbay_6-processed-gene-2.105-mRNA-1_1,0,0,1,0,0,1,1
maker-Sbay_6-snap-gene-2.126-mRNA-1_1,0,0,0,0,0,0,1
maker-Sbay_6-snap-gene-4.191-mRNA-1_1,0,0,1,1,1,1,1
snap_masked-Skud_8-processed-gene-1.91-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_8-processed-gene-1.76-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_8-processed-gene-1.142-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_8-processed-gene-1.143-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.171-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.183-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.184-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.142-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.186-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_8-processed-gene-3.150-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_8-processed-gene-3.99-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_8-processed-gene-3.52-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_8-snap-gene-3.5-mRNA-1_1,0,1,1,1,1,0,0
snap_masked-Skud_8-processed-gene-3.67-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_9-processed-gene-0.40-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_9-processed-gene-0.7-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-0.74-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-0.75-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_9-processed-gene-0.59-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_9-snap-gene-1.127-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-1.10-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_9-processed-gene-1.108-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_9-processed-gene-1.63-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-1.23-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-2.41-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-2.12-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-2.44-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-2.54-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-2.23-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_9-processed-gene-3.117-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-3.7-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-3.37-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-3.39-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_9-snap-gene-3.164-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-3.24-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-3.31-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_9-processed-gene-3.32-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-chrIV-processed-gene-0.0-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-chrIV-processed-gene-0.16-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrIV-processed-gene-0.109-mRNA-1_1,0,0,1,0,0,0,0
snap_masked-chrIV-processed-gene-1.51-mRNA-1_1,0,1,1,1,1,1,1
augustus_masked-chrIV-processed-gene-2.39-mRNA-1_1,0,1,1,1,0,0,1
snap_masked-chrIV-processed-gene-3.109-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrIV-processed-gene-3.137-mRNA-1_1,0,0,1,0,0,0,0
augustus_masked-chrIV-processed-gene-7.136-mRNA-1_1,0,0,1,0,0,0,1
genemark-chrIV-processed-gene-7.9-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-chrIV-processed-gene-7.93-mRNA-1_1,0,1,1,1,0,0,1
augustus_masked-Skud_15-processed-gene-1.116-mRNA-1_1,0,0,1,1,0,1,1
augustus_masked-Skud_15-processed-gene-4.83-mRNA-1_1,0,1,0,1,0,0,1
augustus_masked-Skud_15-processed-gene-5.3-mRNA-1_1,0,1,1,1,0,0,1
genemark-Skud_15-processed-gene-6.54-mRNA-1_1,0,1,1,1,1,0,1
augustus_masked-Skud_15-processed-gene-6.125-mRNA-1_1,0,1,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-7.148-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_15-augustus-gene-7.6-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-8.113-mRNA-1_1,0,0,0,1,0,1,0
augustus_masked-Skud_16-processed-gene-1.103-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_16-processed-gene-2.78-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_16-processed-gene-2.71-mRNA-1_1,0,0,0,1,0,1,0
augustus_masked-Skud_16-processed-gene-3.9-mRNA-1_1,0,0,0,1,1,1,0
maker-Skud_16-augustus-gene-3.137-mRNA-1_1,0,1,1,1,1,0,1
augustus_masked-Skud_16-processed-gene-3.23-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Smik_2-processed-gene-6.50-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.226-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.235-mRNA-1_1,0,0,1,0,1,0,0
augustus_masked-Smik_2-processed-gene-6.34-mRNA-1_1,0,0,0,0,1,0,1
augustus_masked-Smik_2-processed-gene-6.39-mRNA-1_1,0,0,1,1,1,1,1
snap_masked-Smik_3-processed-gene-1.26-mRNA-1_1,0,1,0,0,1,1,0
maker-Smik_3-snap-gene-1.56-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_3-processed-gene-2.24-mRNA-1_1,0,1,1,1,1,1,1
snap_masked-Smik_4-processed-gene-0.26-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-0.121-mRNA-1_1,0,0,0,0,1,1,0
augustus_masked-Smik_4-processed-gene-3.30-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_4-snap-gene-3.84-mRNA-1_1,0,0,0,1,1,0,1
augustus_masked-Smik_4-processed-gene-4.78-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-5.40-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-5.41-mRNA-1_1,0,0,1,1,1,0,1
augustus_masked-Smik_4-processed-gene-9.107-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_4-augustus-gene-11.6-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-11.87-mRNA-1_1,0,0,1,1,1,0,1
maker-Smik_4-augustus-gene-13.138-mRNA-1_1,0,1,0,1,1,0,1
snap_masked-Smik_5-processed-gene-1.106-mRNA-1_1,0,0,1,0,1,0,0
genemark-Smik_5-processed-gene-2.153-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-3.5-mRNA-1_1,0,0,2,0,1,1,1
augustus_masked-Smik_5-processed-gene-3.60-mRNA-1_1,0,0,1,1,1,0,0
snap_masked-Smik_6-processed-gene-0.57-mRNA-1_1,0,1,0,1,1,0,0
augustus_masked-Smik_6-processed-gene-6.27-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_6-processed-gene-6.33-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_7-processed-gene-0.12-mRNA-1_1,0,0,0,1,1,0,1
augustus_masked-Smik_7-processed-gene-1.109-mRNA-1_1,0,0,0,0,1,0,0
genemark-Sbay_8-processed-gene-7.125-mRNA-1_1,0,0,1,0,0,0,1
snap_masked-Sbay_9-processed-gene-0.10-mRNA-1_1,0,0,0,0,0,0,2
genemark-Sbay_9-processed-gene-0.48-mRNA-1_1,0,0,0,0,0,0,2
snap_masked-Sbay_9-processed-gene-0.14-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_9-processed-gene-0.71-mRNA-1_1,0,0,1,0,0,0,1
genemark-Sbay_9-processed-gene-2.54-mRNA-1_1,0,0,1,0,0,0,1
augustus_masked-Sbay_9-processed-gene-2.132-mRNA-1_1,0,1,0,0,1,0,1
augustus_masked-Sbay_9-processed-gene-3.205-mRNA-1_1,0,1,1,1,1,0,1
snap_masked-NC_026171.1-processed-gene-0.175-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026171.1-processed-gene-0.189-mRNA-1_1,0,1,0,1,0,0,0
snap_masked-NC_026171.1-processed-gene-0.231-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026171.1-processed-gene-0.194-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026171.1-processed-gene-0.234-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026171.1-snap-gene-0.95-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026171.1-augustus-gene-0.84-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026171.1-processed-gene-0.39-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-0.90-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026172.1-processed-gene-1.84-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-1.36-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026172.1-processed-gene-1.66-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-1.17-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-1.18-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-1.48-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-2.3-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-2.4-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026172.1-processed-gene-2.89-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-2.25-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026172.1-processed-gene-2.109-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-2.32-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026172.1-processed-gene-2.16-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026172.1-processed-gene-2.98-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026172.1-processed-gene-3.51-mRNA-1_1,0,1,1,1,0,0,1
genemark-NC_026172.1-processed-gene-3.54-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026186.1-processed-gene-1.115-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026186.1-processed-gene-1.118-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026186.1-processed-gene-2.14-mRNA-1_1,0,1,1,1,1,1,1
genemark-NC_026186.1-processed-gene-2.32-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026186.1-processed-gene-2.18-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026186.1-processed-gene-2.19-mRNA-1_1,0,1,1,1,0,0,1
maker-NC_026186.1-snap-gene-2.3-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026186.1-processed-gene-2.140-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026186.1-snap-gene-2.6-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026186.1-snap-gene-2.5-mRNA-1_1,0,1,0,0,0,0,0
maker-NC_026186.1-augustus-gene-3.50-mRNA-1_1,0,1,0,0,0,0,0
genemark-NC_026186.1-processed-gene-3.87-mRNA-1_1,0,1,1,1,0,0,1
snap_masked-NC_026186.1-processed-gene-3.119-mRNA-1_1,0,1,0,0,0,0,0
augustus_masked-NC_026186.1-processed-gene-3.38-mRNA-1_1,0,1,0,0,0,0,0
snap_masked-NC_026186.1-processed-gene-4.30-mRNA-1_1,0,1,0,0,0,0,0
YGL217C,1,0,0,0,0,0,0
YGL218W,1,0,0,0,0,0,0
YGL219C,1,1,1,1,1,1,1
YGL220W,1,1,1,1,1,1,1
YGL221C,1,1,1,1,1,1,1
YGL222C,1,1,1,0,0,0,1
YGL223C,1,1,1,1,1,1,1
YGL224C,1,1,1,1,1,1,1
YGL226C-A,1,1,0,1,0,1,1
YGL226W,1,1,1,1,1,1,1
YGL227W,1,1,1,1,1,1,1
YGL228W,1,1,1,1,1,1,1
YGL229C,1,1,1,1,1,1,1
YGL230C,1,0,0,0,0,1,0
YGL231C,1,1,1,0,1,1,0
YGL232W,1,0,0,0,0,0,0
YGL233W,1,1,1,0,0,1,0
YGL234W,1,1,1,0,0,1,0
YGL235W,1,0,1,0,0,0,0
YGL236C,1,1,1,1,1,1,1
YGL237C,1,0,0,0,0,0,0
YGL238W,1,0,1,0,1,1,0
YGL239C,1,0,0,0,0,0,0
YGL240W,1,0,1,0,0,1,0
YGL241W,1,0,1,0,1,1,0
YGL242C,1,1,1,1,1,1,1
YGL243W,1,1,1,0,1,1,1
YGL244W,1,1,1,0,0,1,1
YGL245W,1,1,1,0,1,1,1
YGL246C,1,1,1,1,1,1,1
YGL247W,1,1,1,1,1,1,1
YGL248W,1,1,1,1,1,1,1
YGL249W,1,0,0,0,0,1,0
YGL250W,1,1,1,1,1,1,1
YGL251C,1,1,1,1,1,1,1
YGL252C,1,1,1,1,1,1,1
YGL254W,1,0,0,1,1,1,0
YGL255W,1,1,1,1,1,1,1
YGL256W,1,1,1,1,1,1,1
YGL257C,1,1,0,1,1,1,0
YGL258W-A,1,0,0,0,0,0,0
YGL259W,1,0,0,0,0,0,0
YGL260W,5,0,0,0,0,0,0
YGL262W,1,0,0,0,1,0,0
YGL263W,1,0,0,0,1,0,0
YGR001C,1,1,1,1,1,1,1
YGR002C,1,1,1,1,1,1,1
YGR003W,1,1,1,1,1,1,1
YGR004W,1,1,1,1,1,1,1
YGR005C,1,1,1,1,1,1,1
YGR006W,1,0,1,0,0,1,1
YGR007W,1,1,1,1,1,1,1
YGR008C,1,1,1,1,1,1,1
YGR009C,1,1,1,1,1,1,1
YGR010W,2,1,2,1,1,1,1
YGR011W,1,0,0,0,0,0,0
YGR012W,1,1,1,1,1,1,1
YGR013W,1,1,1,1,1,1,1
YGR014W,1,0,0,0,0,1,0
YGR015C,1,1,1,1,1,1,1
YGR016W,1,1,1,1,1,1,1
YGR017W,1,1,1,1,1,1,1
YGR018C,1,0,0,0,0,0,0
YGR019W,1,1,1,1,1,1,1
YGR020C,1,1,1,1,1,1,1
YGR021W,1,1,1,1,1,1,1
YGR022C,1,0,0,0,0,0,0
YGR023W,1,0,0,0,1,0,0
YGR024C,1,1,1,1,1,1,1
YGR025W,1,0,0,0,0,0,0
YGR026W,1,1,1,1,1,1,1
YGR028W,1,1,1,1,1,1,1
YGR029W,1,0,0,0,0,1,0
YGR030C,1,0,0,0,1,1,0
YLR111W,1,0,0,0,0,0,0
YLR112W,1,0,0,0,0,0,0
YLR113W,1,1,1,1,1,1,1
YLR114C,1,1,1,1,1,1,1
YLR115W,1,1,1,1,1,1,1
YLR116W,1,0,1,0,1,0,1
YLR117C,1,1,1,1,1,1,1
YLR118C,1,0,0,0,0,1,0
YLR119W,1,1,1,1,1,1,1
YLR120C,1,1,0,1,1,1,0
YLR120W-A,1,0,0,0,0,0,0
YLR121C,1,0,0,0,0,0,0
YLR122C,1,0,0,0,0,0,0
YLR123C,1,0,0,0,0,0,0
YLR124W,1,0,0,0,0,0,0
YLR125W,1,0,0,0,0,0,0
YLR126C,1,1,0,1,1,1,1
YLR127C,1,1,1,1,1,1,1
YLR128W,1,1,1,1,1,0,1
YLR129W,1,1,1,1,1,1,1
YLR130C,1,1,1,1,1,1,1
YLR131C,1,1,1,1,1,1,1
YLR132C,1,0,0,1,1,1,0
YLR133W,1,1,1,1,1,1,1
YLR134W,3,3,3,2,2,3,3
YLR135W,1,0,0,0,0,1,0
YMR010W,1,1,1,1,1,1,1
YMR012W,1,1,1,1,1,1,1
YMR013C,1,1,1,1,1,1,1
YMR013C-A,1,0,0,0,0,0,0
YMR013W-A,1,0,0,0,0,0,0
YMR014W,1,1,1,1,1,1,1
YMR015C,1,1,1,1,1,1,1
YMR016C,1,0,0,1,1,1,0
YMR017W,1,0,0,0,1,1,0
YMR018W,1,0,0,0,0,1,0
YMR019W,1,1,1,1,1,1,1
YMR020W,1,1,1,1,1,1,1
YMR021C,1,1,1,1,1,1,1
YMR022W,1,1,1,1,1,1,1
YMR023C,1,1,1,1,1,1,1
YMR024W,1,1,1,1,1,1,1
YMR025W,1,0,0,0,0,1,0
YMR026C,1,1,1,1,1,1,1
YMR027W,1,1,1,1,1,1,1
YMR028W,1,0,0,0,1,0,0
YMR029C,1,1,1,1,1,1,1
YMR030W,1,0,0,1,1,1,0
YMR030W-A,1,0,0,0,0,0,0
YMR031C,1,1,1,1,1,1,1
YMR031W-A,1,0,0,0,0,0,0
YMR032W,1,1,1,1,1,1,1
YMR033W,1,1,1,1,1,0,1
YMR034C,1,1,1,1,1,1,1
YMR035W,1,1,1,1,1,1,1
YMR036C,1,1,1,1,1,1,1
YMR037C,1,1,1,1,1,1,1
YMR038C,1,1,1,0,0,0,1
YMR039C,1,1,1,1,1,1,1
YMR040W,1,1,1,0,1,1,1
YMR041C,1,1,1,1,1,1,1
YNL079C,1,1,1,1,1,1,1
YNL080C,1,1,1,1,1,1,1
YNL081C,1,0,0,1,0,0,1
YNL082W,1,1,1,1,1,1,1
YNL083W,1,0,0,0,1,0,1
YNL084C,1,1,1,1,1,1,1
YNL085W,1,1,1,1,1,1,1
YNL086W,1,1,1,1,1,1,0
YNL087W,1,1,1,1,1,1,1
YNL088W,1,1,1,1,1,1,1
YNL089C,1,0,0,0,0,0,0
YNL090W,1,0,0,0,0,0,0
YNL091W,1,1,1,1,1,1,1
YNL092W,1,0,0,0,0,0,0
YNL093W,1,0,0,0,0,0,0
YNL094W,1,1,1,1,1,1,1
YNL095C,1,1,1,1,1,1,1
YNL097C,1,1,1,1,1,1,1
YNL097C-B,1,0,0,0,0,0,0
YNL097W-A,1,0,0,0,0,0,0
YNL098C,1,2,2,2,2,1,2
YNL099C,1,1,0,0,0,0,1
YNL100W,1,1,1,1,1,1,1
YNL101W,1,1,0,1,1,1,1
YNL102W,1,1,1,1,1,1,1
YNL103W,1,1,1,1,1,1,1
YNL103W-A,1,0,0,0,0,0,0
YNL105W,1,0,0,0,0,0,0
YNL106C,1,1,1,1,1,1,1
YNL107W,1,1,1,1,1,1,1
YNL108C,1,1,1,1,1,1,1
YNL109W,1,0,0,0,0,0,0
YNL110C,1,1,1,1,1,1,1
