genome_id,strain,source,original_ecological_description,geographic_origin,Ploidy,type,sub_type,lg_classify,assemble_level,genomeSize,contigNums,N50,gene_numb,remove,nature_clade,growth_type
GCA_000182075.1_M22_genomic,M22,lg_others,0,0,0,Unknow,0,,chromosome,10776755.0,6145.0,2207.0,2173.0,True,,
GCA_900177855.1_GMY321_genomic,GMY321,lg_others,wine,Portugal,0,Wine,Wine,,chromosome,11610080.0,3479.0,8429.0,5417.0,True,,
GCA_001739735.1_ASM173973v1_genomic,beer069,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12268615.0,478.0,905576.0,6364.0,False,,
GCA_000182175.1_ASM18217v1_genomic,AWRI1631,lg_others,0,0,0,Unknow,0,,chromosome,11176855.0,2484.0,7704.0,4368.0,True,,
GCA_001737985.1_ASM173798v1_genomic,spirits008,lg_others,Spirits,0,0,Unknow,0,Spirits,chromosome,12409833.0,587.0,895717.0,6402.0,False,,
GCA_000767965.1_ASM76796v1_genomic,K11,lg_others,Sake,0,0,Wine,Sake,Sake,chromosome,11504654.0,480.0,47234.0,6226.0,False,,
GCA_000182315.2_ASM18231v2_genomic,JAY291,lg_others,0,0,0,Unknow,0,,chromosome,11538054.0,453.0,64336.0,6119.0,False,,
GCA_001739355.1_ASM173935v1_genomic,beer081,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12259592.0,537.0,900662.0,6360.0,False,,
GCA_900178025.1_L561_genomic,UM O6L3FF02,lg_others,wine,Portugal,0,Wine,Wine,,chromosome,12699436.0,7290.0,9520.0,5726.0,True,,
GCA_003046715.1_ASM304671v1_genomic,I-566,lg_others,Flor,0,0,Wine,Wine,Flor,chromosome,11502012.0,562.0,58253.0,6201.0,False,,
GCA_001738825.1_ASM173882v1_genomic,beer100,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12349251.0,638.0,897014.0,6346.0,False,,
GCA_000190195.1_ScAWRI796_v01_genomic,AWRI796,lg_others,0,0,0,Unknow,0,,chromosome,11741670.0,73.0,896679.0,5100.0,True,,
GCA_001737415.2_ASM173741v2_genomic,wine015,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,11871177.0,57.0,890276.0,6401.0,False,,
GCA_001740185.1_ASM174018v1_genomic,beer054,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12200460.0,437.0,891086.0,6355.0,False,,
GCA_000190215.1_ScVIN13_v01_genomic,Vin13,lg_others,0,0,0,Unknow,0,,chromosome,11667470.0,95.0,871465.0,5190.0,True,,
GCA_001738595.1_ASM173859v1_genomic,bioethanol005,lg_others,Bioethanol,0,0,Industry,Bioethanol,Bioethanol,chromosome,12513145.0,299.0,911927.0,6415.0,False,,
GCA_000766395.2_ASM76639v2_genomic,FY1679,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,11636794.0,388.0,122764.0,6345.0,False,,
GCA_001739075.1_ASM173907v1_genomic,beer091,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12400786.0,501.0,920785.0,6420.0,False,,
GCA_000190235.1_ScVL3_v01_genomic,VL3,lg_others,0,0,0,Unknow,0,,chromosome,11662230.0,74.0,883651.0,5287.0,True,,
GCA_000190255.1_ScFostersB_v01_genomic,FostersB,lg_others,0,0,0,Unknow,0,,chromosome,11514552.0,80.0,885435.0,5071.0,True,,
GCA_001737785.2_ASM173778v2_genomic,wine002,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12061677.0,58.0,896575.0,6355.0,False,,
GCA_000209285.1_Saccharomyces_cerevisiae_UC5-1.0_genomic,UC5,lg_others,0,0,0,Unknow,0,,chromosome,11716503.0,506.0,356094.0,5979.0,True,,
GCA_900178035.1_L528_genomic,UM 29-31,lg_others,wine,Portugal,0,Wine,Wine,,chromosome,13853465.0,8158.0,21292.0,6144.0,False,,
GCA_000568005.1_R008_genomic,R008,lg_others,Wild,0,0,Wild,Wild,Wild,chromosome,11601448.0,21.0,855739.0,6134.0,False,,
GCA_001737265.1_ASM173726v1_genomic,wild002,lg_others,Wild,0,0,Wild,Wild,Wild,chromosome,12009549.0,68.0,904495.0,6394.0,False,,
GCA_001741135.1_ASM174113v1_genomic,beer023,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12395708.0,378.0,908339.0,6460.0,False,,
GCA_000234495.1_EC9-8_1.0_genomic,EC9-8,lg_others,0,0,0,Unknow,0,,chromosome,12299848.0,96.0,541605.0,5670.0,True,,
GCA_001741195.1_ASM174119v1_genomic,beer020,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,11908551.0,86.0,895690.0,6374.0,False,,
GCA_000260735.1_K7_1.0_genomic,Kyokai no. 7,lg_others,0,0,0,Unknow,0,,chromosome,12389166.0,522.0,902266.0,6491.0,False,,
GCA_001737625.2_ASM173762v2_genomic,wine009,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12228733.0,98.0,902372.0,6387.0,False,,
GCA_001671595.1_ASM167159v1_genomic,WSETAwf_B1,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12118701.0,17.0,922583.0,6409.0,False,,
GCA_001671195.1_ASM167119v1_genomic,WA_C_WAITAKEREROAD_7,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12121199.0,17.0,922951.0,6413.0,False,,
GCA_001670175.1_ASM167017v1_genomic,TNPLST-4-S-2,lg_others,Soil,0,0,Wild,Soil,Soil,chromosome,12123588.0,17.0,922843.0,6399.0,False,,
GCA_000766575.2_ASM76657v2_genomic,BY4741,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,11616647.0,397.0,112644.0,6360.0,False,,
GCA_000275665.1_YJSH1_1.0_genomic,YJSH1,lg_others,0,0,0,Unknow,0,,chromosome,11550521.0,17.0,889647.0,6309.0,False,,
GCA_001737445.2_ASM173744v2_genomic,wine014,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,11901903.0,81.0,889888.0,6328.0,False,,
GCA_001740545.1_ASM174054v1_genomic,beer042,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12008617.0,192.0,899457.0,6353.0,False,,
GCA_000308935.1_ZTW1_genomic,ZTW1,lg_others,0,0,0,Unknow,0,,chromosome,11414768.0,33.0,556921.0,6161.0,False,,
GCA_000325965.1_ScQA23_v01_genomic,Lalvin QA23,lg_others,0,0,0,Unknow,0,,chromosome,11804088.0,185.0,182942.0,5263.0,True,,
GCA_001738705.1_ASM173870v1_genomic,bioethanol002,lg_others,Bioethanol,0,0,Industry,Bioethanol,Bioethanol,chromosome,12499313.0,414.0,910956.0,6415.0,False,,
GCA_001671025.1_ASM167102v1_genomic,WI_S_JASA_5,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12111362.0,17.0,922573.0,6407.0,False,,
GCA_001739345.1_ASM173934v1_genomic,beer082,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12182436.0,468.0,898634.0,6309.0,False,,
GCA_001741525.1_ASM174152v1_genomic,beer010,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12233126.0,284.0,893995.0,6332.0,False,,
GCA_001671865.1_ASM167186v1_genomic,HB_C_TUKITUKI2_10,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12098296.0,17.0,923375.0,6400.0,False,,
GCA_001670055.1_ASM167005v1_genomic,NSERVsf_F8,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12122754.0,17.0,923364.0,6423.0,False,,
GCA_000326005.1_ScFostersO_v01_genomic,FostersO,lg_others,0,0,0,Unknow,0,,chromosome,11684932.0,222.0,195316.0,4902.0,True,,
GCA_001740665.1_ASM174066v1_genomic,beer038,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12293473.0,380.0,895732.0,6399.0,False,,
GCA_001737635.2_ASM173763v2_genomic,wine008,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,11843585.0,200.0,915488.0,6310.0,False,,
GCA_000365045.1_Saccharomyces_cerevisiae_M3707_v1.0_genomic,M3707,lg_others,wine,0,0,Wine,Wine,,chromosome,11509707.0,42.0,683473.0,6300.0,False,,
GCA_000365065.1_Saccharomyces_cerevisiae_M3836_v1.0_genomic,M3836,lg_others,wine,0,0,Wine,Wine,,chromosome,11532651.0,52.0,573220.0,6338.0,False,,
GCA_900177875.1_L328_genomic,Cachaca70,lg_others,wine,Brazil,0,Wine,Wine,,chromosome,12698172.0,23151.0,2628.0,3550.0,True,,
GCA_001741705.1_ASM174170v1_genomic,beer004,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12204267.0,276.0,904239.0,6447.0,False,,
GCA_001671345.1_ASM167134v1_genomic,WA_C_KINGSMILL_10,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12115126.0,17.0,922747.0,6407.0,False,,
GCA_000766455.2_ASM76645v2_genomic,JK9-3d,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,11603065.0,431.0,103867.0,6315.0,False,,
GCA_000365085.1_Saccharomyces_cerevisiae_M3837_v1.0_genomic,M3837,lg_others,wine,0,0,Wine,Wine,,chromosome,11530290.0,45.0,684280.0,6334.0,False,,
GCA_000365105.1_Saccharomyces_cerevisiae_M3838_v1.0_genomic,M3838,lg_others,wine,0,0,Wine,Wine,,chromosome,11571570.0,34.0,683967.0,6378.0,False,,
GCA_001983315.1_ASM198331v1_genomic,131,lg_others,Fermented Masau Fruits,0,0,Fermentation,Fermentation,Fermented Masau Fruits,chromosome,12005589.0,236.0,111157.0,6114.0,True,,
GCA_000766555.2_ASM76655v2_genomic,D273-10B,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,11647300.0,403.0,109147.0,6308.0,False,,
GCA_000365125.1_Saccharomyces_cerevisiae_M3839_v1.0_genomic,M3839,lg_others,wine,0,0,Wine,Wine,,chromosome,11550170.0,44.0,683355.0,6295.0,False,,
GCA_000416405.1_S._cerevisiae_NY1308_genomic,NY1308,lg_others,0,0,0,Unknow,0,,chromosome,11514196.0,35.0,546517.0,6307.0,False,,
GCA_001739095.1_ASM173909v1_genomic,beer090,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12289934.0,482.0,914249.0,6321.0,False,,
GCA_900177905.1_L564_genomic,JCY 254,lg_others,wine,France,0,Wine,Wine,,chromosome,11751231.0,4892.0,11559.0,5765.0,True,,
GCA_001671775.1_ASM167177v1_genomic,WA_C_MATES_13,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12124762.0,17.0,923225.0,6412.0,False,,
GCA_001740785.1_ASM174078v1_genomic,beer034,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12077422.0,77.0,893084.0,6418.0,False,,
GCA_001741695.1_ASM174169v1_genomic,beer005,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12361416.0,341.0,901269.0,6389.0,False,,
GCA_001741145.1_ASM174114v1_genomic,beer022,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12043868.0,228.0,899084.0,6368.0,False,,
GCA_001670355.1_ASM167035v1_genomic,Soil7-1,lg_others,Wild,0,0,Wild,Wild,Wild,chromosome,12085481.0,17.0,922839.0,6387.0,False,,
GCA_000508805.2_ScNAM34-4C_assembly01_genomic,NAM34-4C,lg_others,0,0,0,Unknow,0,,chromosome,11563513.0,56.0,406550.0,6264.0,False,,
GCA_001671955.1_ASM167195v1_genomic,HB_S_BILANCHER_6,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12126899.0,17.0,923234.0,6418.0,False,,
GCA_001671895.1_ASM167189v1_genomic,HB_S_GIMBLETTROAD_14,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12119261.0,17.0,922903.0,6419.0,False,,
GCA_001740205.1_ASM174020v1_genomic,beer053,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12157731.0,430.0,894998.0,6348.0,False,,
GCA_000508825.2_ScIR-2_assembly01_genomic,IR-2,lg_others,0,0,0,Unknow,0,,chromosome,11464794.0,90.0,513418.0,6144.0,False,,
GCA_000723645.1_ZhangWP_SECN85_genomic,N85,lg_others,0,0,0,Unknow,0,,chromosome,11905256.0,371.0,276350.0,6306.0,False,,
GCA_001671435.1_ASM167143v1_genomic,HB_S_GIMBLETTROAD_5,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12132872.0,17.0,923341.0,6446.0,False,,
GCA_000756235.1_ASM75623v1_genomic,UCD51,lg_others,0,0,0,Unknow,0,,chromosome,11211290.0,6048.0,3088.0,3962.0,True,,
GCA_001738835.1_ASM173883v1_genomic,beer099,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12492134.0,725.0,897086.0,6368.0,False,,
GCA_000568055.1_p301_genomic,P301,lg_others,Wild,0,0,Wild,Wild,Wild,chromosome,11487077.0,27.0,882485.0,5858.0,True,,
GCA_001738005.1_ASM173800v1_genomic,spirits006,lg_others,Spirits,0,0,Unknow,0,Spirits,chromosome,12077255.0,112.0,898007.0,6405.0,False,,
GCA_001282415.1_Y-12632v1_genomic,NRRL Y-12632,lg_others,Infected Leaf,0,0,Wild,Wild,Infected Leaf,chromosome,11418580.0,236.0,104818.0,6001.0,False,,
GCA_000756245.1_ASM75624v1_genomic,M5,lg_others,0,0,0,Unknow,0,,chromosome,11104164.0,7718.0,2224.0,3244.0,True,,
GCA_000773925.1_ASM77392v1_genomic,9464,lg_others,0,0,0,Unknow,0,,chromosome,12534098.0,38.0,818518.0,6953.0,False,,
GCA_001737895.1_ASM173789v1_genomic,spirits009,lg_others,Spirits,0,0,Unknow,0,Spirits,chromosome,12313585.0,485.0,900533.0,6420.0,False,,
GCA_000775555.1_ASM77555v1_genomic,EBY.VW4000,lg_others,0,0,0,Unknow,0,,chromosome,11386071.0,354.0,91316.0,6275.0,False,,
GCA_001006245.1_ScSp60_v1_genomic,4124-S60,lg_others,0,0,0,Unknow,0,,chromosome,11761195.0,213.0,126837.0,6204.0,False,,
GCA_001739595.1_ASM173959v1_genomic,beer074,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12113438.0,334.0,895651.0,6364.0,False,,
GCA_001738395.1_ASM173839v1_genomic,laboratory002,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,12238557.0,76.0,929633.0,6708.0,False,,
GCA_001029075.1_ASM102907v1_genomic,NCIM3186,lg_others,0,0,0,Unknow,0,,chromosome,12150889.0,17.0,924326.0,6600.0,False,,
GCA_001739815.1_ASM173981v1_genomic,beer067,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12182130.0,438.0,910612.0,6318.0,False,,
GCA_000766635.2_ASM76663v2_genomic,RM11-1A,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,11532993.0,325.0,114595.0,6198.0,False,,
GCA_000766515.2_ASM76651v2_genomic,FL100,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,11597034.0,402.0,118714.0,6276.0,False,,
GCA_001078085.1_ASM107808v1_genomic,ISO12,lg_others,0,0,0,Unknow,0,,chromosome,11356874.0,361.0,67943.0,6076.0,False,,
GCA_001738355.1_ASM173835v1_genomic,sake002,lg_others,Sake,0,0,Wine,Sake,Sake,chromosome,12068392.0,89.0,915521.0,6427.0,False,,
GCA_001578265.1_S.cerevisiae-74-D694-2.0_genomic,74-D694,lg_others,0,0,0,Unknow,0,,chromosome,11329883.0,1513.0,13230.0,5859.0,False,,
GCA_000766305.2_ASM76630v2_genomic,RedStar,lg_others,Bakery,0,0,Fermentation,Bakery,Bakery,chromosome,11844220.0,577.0,99442.0,6142.0,False,,
GCA_001578275.1_S.cerevisiae-15V-P4-2.0_genomic,15V-P4,lg_others,0,0,0,Unknow,0,,chromosome,11665474.0,1162.0,19288.0,5532.0,True,,
GCA_001739625.1_ASM173962v1_genomic,beer073,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12326305.0,542.0,904103.0,6350.0,False,,
GCA_001741045.1_ASM174104v1_genomic,beer024,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12095664.0,93.0,898348.0,6392.0,False,,
GCA_000766315.2_ASM76631v2_genomic,BC187,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,11507974.0,614.0,36331.0,6208.0,False,,
GCA_001932575.1_CTBEBG1_genomic,BG1,lg_others,Ethanol Plants,0,0,Wild,Wild,Ethanol Plants,chromosome,11693241.0,213.0,337041.0,6405.0,False,,
GCA_001578285.1_S.cerevisiae-1B-D1606-2.0_genomic,1B-D1606,lg_others,0,0,0,Unknow,0,,chromosome,11566949.0,479.0,72884.0,6092.0,True,,
GCA_001740455.1_ASM174045v1_genomic,beer044,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,11993383.0,129.0,924156.0,6263.0,False,,
GCA_001741035.1_ASM174103v1_genomic,beer025,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12419433.0,432.0,901243.0,6437.0,False,,
GCA_900177915.1_L461_genomic,UM BTR2142,lg_others,wine,Portugal,0,Wine,Wine,,chromosome,12504838.0,4708.0,30145.0,6149.0,False,,
GCA_001578295.1_25-25-2V-P3982-SPAdes-2.0_genomic,25-25-2V-P3982,lg_others,0,0,0,Unknow,0,,chromosome,11613512.0,890.0,26585.0,5820.0,True,,
GCA_001741295.1_ASM174129v1_genomic,beer017,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12045918.0,191.0,890549.0,6356.0,False,,
GCA_001670935.1_ASM167093v1_genomic,HB_S_GIMBLETTROAD_22,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12128951.0,17.0,922618.0,6423.0,False,,
GCA_001671225.1_ASM167122v1_genomic,WI_C_MB95MBMZ_4,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12090979.0,17.0,923156.0,6397.0,False,,
GCA_001578385.1_S.cerevisiae-6P-33G-D373-2.0_genomic,6P-33G-D373,lg_others,0,0,0,Unknow,0,,chromosome,10012846.0,3038.0,4341.0,2489.0,True,,
GCA_001737865.2_ASM173786v2_genomic,wine001,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,11994204.0,86.0,892639.0,6432.0,False,,
GCA_001738135.2_ASM173813v2_genomic,spirits001,lg_others,Spirits,0,0,Unknow,0,Spirits,chromosome,13250481.0,1476.0,914813.0,6414.0,False,,
GCA_001739105.1_ASM173910v1_genomic,beer089,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12286626.0,505.0,898771.0,6345.0,False,,
GCA_001739235.1_ASM173923v1_genomic,beer085,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12479185.0,533.0,905422.0,6459.0,False,,
GCA_001592655.1_ASM159265v1_genomic,BSPX042,lg_others,0,0,0,Unknow,0,,chromosome,12071877.0,17.0,923689.0,6599.0,False,,
GCA_001739185.1_ASM173918v1_genomic,beer088,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12223673.0,214.0,898704.0,6411.0,False,,
GCA_001029995.1_ASM102999v1_genomic,GSY2239,lg_others,Derived From The Industrial Brewing Strain Gsy161,0,0,Industry,Industrial,Derived From The Industrial Brewing Strain Gsy161,chromosome,11537987.0,568.0,60719.0,5921.0,True,,
GCA_001740095.1_ASM174009v1_genomic,beer057,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12341989.0,566.0,903082.0,6323.0,False,,
GCA_001669905.1_ASM166990v1_genomic,T.52_3C,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12131132.0,17.0,923131.0,6405.0,False,,
GCA_001740445.1_ASM174044v1_genomic,beer045,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12286898.0,517.0,894352.0,6332.0,False,,
GCA_900177935.1_L710_genomic,Y-1532,lg_others,fruit,Indonesia,0,Wild,Wild,,chromosome,11642650.0,2167.0,19985.0,5977.0,False,,
GCA_001740055.1_ASM174005v1_genomic,beer059,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12383659.0,398.0,896749.0,6454.0,False,,
GCA_001611835.1_ASM161183v1_genomic,Lalvin L2056,lg_others,0,0,0,Unknow,0,,chromosome,13854308.0,4677.0,6190.0,5404.0,True,,
GCA_900178015.1_L725_genomic,Erten_Emir 98,lg_others,wine,Turkey,0,Wine,Wine,,chromosome,11718470.0,3001.0,29361.0,6073.0,False,,
GCA_001750485.1_S_cerevisiae_GUJ105_v1_genomic,GUJ105,lg_others,0,0,0,Unknow,0,,chromosome,11553758.0,201.0,276334.0,6251.0,False,,
GCA_900177995.1_L723_genomic,Erten_KK 99 7d,lg_others,wine,Turkey,0,Wine,Wine,,chromosome,11584921.0,1509.0,22619.0,6136.0,False,,
GCA_001937245.1_ASM193724v1_genomic,VTT A-81062,lg_others,0,0,0,Unknow,0,,chromosome,11926450.0,40.0,802949.0,6507.0,False,,
GCA_001737165.1_ASM173716v1_genomic,wild004,lg_others,Wild,0,0,Wild,Wild,Wild,chromosome,11884059.0,64.0,887652.0,6353.0,False,,
GCA_002271945.1_S_cerevisiae_Y12_v1_genomic,Y12,lg_others,0,0,0,Unknow,0,,chromosome,11688012.0,23.0,786744.0,6445.0,False,,
GCA_001738585.1_ASM173858v1_genomic,bread001,lg_others,Bakery,0,0,Fermentation,Bakery,Bakery,chromosome,12362452.0,400.0,902653.0,6404.0,False,,
GCA_002807125.1_S_cerevisiae_SPSC01_v1_genomic,SPSC01,lg_others,0,0,0,Unknow,0,,chromosome,11372406.0,304.0,114510.0,6095.0,False,,
GCA_001737645.2_ASM173764v2_genomic,wine007,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12081046.0,190.0,902139.0,6424.0,False,,
GCA_002933895.1_ASM293389v1_genomic,BAW-6,lg_others,0,0,0,Unknow,0,,chromosome,11872042.0,37.0,556670.0,6489.0,False,,
GCA_003020065.1_ASM302006v1_genomic,35916,lg_others,0,0,0,Unknow,0,,chromosome,12012658.0,24.0,919486.0,6470.0,False,,
GCA_001671255.1_ASM167125v1_genomic,WI_C_MBSP_15,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12100095.0,17.0,923476.0,6392.0,False,,
GCA_900177865.1_L761_genomic,Liti_OV 382,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,13166602.0,7513.0,8699.0,5926.0,True,,
GCA_900177985.1_L712_genomic,NRRL YB-1952,"lg_others,PRJEB7675",x,French Guiana,0,Unknow,0,,scaffold,11515417.0,2056.0,16131.0,5974.0,False,,
GCA_001671055.1_ASM167105v1_genomic,T52,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12120870.0,17.0,922908.0,6432.0,False,,
GCA_001737995.1_ASM173799v1_genomic,spirits007,lg_others,Spirits,0,0,Unknow,0,Spirits,chromosome,12358422.0,325.0,902532.0,6403.0,False,,
GCA_001737295.2_ASM173729v2_genomic,wine018,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12167954.0,186.0,897900.0,6396.0,False,,
GCA_001737515.2_ASM173751v2_genomic,wine012,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12156482.0,302.0,897467.0,6332.0,False,,
GCA_001670205.1_ASM167020v1_genomic,HB_S_GIMBLETTROAD_9,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12126581.0,17.0,923085.0,6418.0,False,,
GCA_001735825.1_ASM173582v1_genomic,wild007,lg_others,Wild,0,0,Wild,Wild,Wild,chromosome,12811400.0,972.0,902261.0,6467.0,False,,
GCA_900178105.1_BA_Souche789_V1_genomic,MCN1500_3C,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,11613636.0,633.0,169172.0,6236.0,False,,
GCA_001737395.2_ASM173739v2_genomic,wine016,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12506298.0,454.0,909672.0,6544.0,False,,
GCA_001634645.1_GLBRCY22-3_genomic,GLBRCY22-3,lg_others,Missing,0,0,Unknow,0,Missing,chromosome,12377172.0,32.0,908319.0,6691.0,False,,
GCA_001671315.1_ASM167131v1_genomic,T.52_5E,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12125002.0,17.0,922882.0,6408.0,False,,
GCA_900178125.1_BH_Souche796_V1_genomic,MCN1500_10C,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,12067595.0,1926.0,117931.0,6247.0,False,,
GCA_001737765.2_ASM173776v2_genomic,wine003,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12239423.0,122.0,889066.0,6406.0,False,,
GCA_001738125.1_ASM173812v1_genomic,spirits002,lg_others,Spirits,0,0,Unknow,0,Spirits,chromosome,12083633.0,84.0,899075.0,6430.0,False,,
GCA_001739865.1_ASM173986v1_genomic,beer064,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12289946.0,575.0,893501.0,6315.0,False,,
GCA_002163515.1_ASM216351v1_genomic,W303,lg_others,Lab strain,0,0,Lab,Lab,Lab strain,chromosome,12433409.0,21.0,929095.0,6854.0,False,,
GCA_900178135.1_CD_SoucheMTF2377_V1_genomic,MUCL42908,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,11783915.0,1876.0,119153.0,6077.0,False,,
GCA_900178145.1_CA_SoucheMTF2344_V1_genomic,CLIB560,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,12267831.0,2876.0,114236.0,6008.0,False,,
GCA_001671985.1_ASM167198v1_genomic,HB_S_GIMBLETTROAD_16,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12133991.0,17.0,923103.0,6436.0,False,,
GCA_001741425.1_ASM174142v1_genomic,beer012,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12114834.0,244.0,900287.0,6329.0,False,,
GCA_001671085.1_ASM167108v1_genomic,HB_C_KOROKIPO_3,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12126160.0,17.0,922939.0,6425.0,False,,
GCA_001739455.1_ASM173945v1_genomic,beer079,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12205537.0,406.0,895375.0,6330.0,False,,
GCA_900178155.1_BD_Souche2333_V1_genomic,Lava32_6,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,11857839.0,1296.0,150606.0,6239.0,False,,
GCA_900178065.1_L711_genomic,NRRL Y-1546,lg_others,wine,Africa,0,Wine,Wine,,chromosome,11569095.0,1144.0,34424.0,6110.0,False,,
GCA_001670115.1_ASM167011v1_genomic,T78,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12125338.0,17.0,922714.0,6417.0,False,,
GCA_001671405.1_ASM167140v1_genomic,WSERCsf_G4,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12099180.0,17.0,923418.0,6386.0,False,,
GCA_001737545.2_ASM173754v2_genomic,wine010,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12326525.0,220.0,898329.0,6394.0,False,,
GCA_001670325.1_ASM167032v1_genomic,CDRDR_sf_H,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12131042.0,17.0,923040.0,6421.0,False,,
GCA_001738985.1_ASM173898v1_genomic,beer093,lg_others,Beer,0,0,Wine,Beer,Beer,chromosome,12141343.0,347.0,898720.0,6371.0,False,,
GCA_900178165.1_EH_SoucheMTF2432_V1_genomic,N15_4,"lg_others,PRJEB7675",x,0,0,Unknow,0,,scaffold,11875116.0,1545.0,149211.0,6199.0,False,,
GCA_001669995.1_ASM166999v1_genomic,Sol7-2,lg_others,Soil,0,0,Wild,Soil,Soil,chromosome,12114499.0,17.0,921993.0,6409.0,False,,
GCA_001737755.2_ASM173775v2_genomic,wine004,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12035585.0,75.0,896078.0,6382.0,False,,
GCA_001670995.1_ASM167099v1_genomic,HB_C_TUKITUKI1_16,lg_others,Wine,0,0,Wine,Wine,Wine,chromosome,12124525.0,17.0,921225.0,6445.0,False,,
